,#NCBI_GeneID,gencodeId,HGNC_ID,geneSymbol,name,refseq,RefSeq_prot,transcriptId,Ensembl_prot,MANE_status,GRCh38_chr,chr_start,chr_end,chr_strand
143,GeneID:214,ENSG00000170017,HGNC:400,ALCAM,activated leukocyte cell adhesion molecule,NM_001627,NP_001618.2,ENST00000306107,ENSP00000305988.5,MANE Select,3,105366909,105576900,+
144,GeneID:215,ENSG00000101986,HGNC:61,ABCD1,ATP binding cassette subfamily D member 1,NM_000033,NP_000024.2,ENST00000218104,ENSP00000218104.3,MANE Select,X,153724856,153744755,+
145,GeneID:216,ENSG00000165092,HGNC:402,ALDH1A1,aldehyde dehydrogenase 1 family member A1,NM_000689,NP_000680.2,ENST00000297785,ENSP00000297785.3,MANE Select,9,72900671,72953053,-
146,GeneID:217,ENSG00000111275,HGNC:404,ALDH2,aldehyde dehydrogenase 2 family member,NM_000690,NP_000681.2,ENST00000261733,ENSP00000261733.2,MANE Select,12,111766933,111817532,+
147,GeneID:218,ENSG00000108602,HGNC:405,ALDH3A1,aldehyde dehydrogenase 3 family member A1,NM_000691,NP_000682.3,ENST00000225740,ENSP00000225740.6,MANE Select,17,19737989,19748298,-
148,GeneID:219,ENSG00000137124,HGNC:407,ALDH1B1,aldehyde dehydrogenase 1 family member B1,NM_000692,NP_000683.3,ENST00000377698,ENSP00000366927.3,MANE Select,9,38392702,38398661,+
149,GeneID:220,ENSG00000184254,HGNC:409,ALDH1A3,aldehyde dehydrogenase 1 family member A3,NM_000693,NP_000684.2,ENST00000329841,ENSP00000332256.5,MANE Select,15,100879831,100916626,+
150,GeneID:221,ENSG00000006534,HGNC:410,ALDH3B1,aldehyde dehydrogenase 3 family member B1,NM_000694,NP_000685.1,ENST00000342456,ENSP00000473990.2,MANE Select,11,68010327,68029276,+
151,GeneID:224,ENSG00000072210,HGNC:403,ALDH3A2,aldehyde dehydrogenase 3 family member A2,NM_000382,NP_000373.1,ENST00000176643,ENSP00000176643.6,MANE Select,17,19648751,19677596,+
152,GeneID:225,ENSG00000173208,HGNC:66,ABCD2,ATP binding cassette subfamily D member 2,NM_005164,NP_005155.1,ENST00000308666,ENSP00000310688.3,MANE Select,12,39550033,39619803,-
153,GeneID:226,ENSG00000149925,HGNC:414,ALDOA,"aldolase, fructose-bisphosphate A",NM_001243177,NP_001230106.1,ENST00000642816,ENSP00000496166.1,MANE Select,16,30065760,30070414,+
154,GeneID:229,ENSG00000136872,HGNC:417,ALDOB,"aldolase, fructose-bisphosphate B",NM_000035,NP_000026.2,ENST00000647789,ENSP00000497767.1,MANE Select,9,101420560,101435774,-
155,GeneID:230,ENSG00000109107,HGNC:418,ALDOC,"aldolase, fructose-bisphosphate C",NM_005165,NP_005156.1,ENST00000226253,ENSP00000226253.4,MANE Select,17,28573120,28576895,-
156,GeneID:231,ENSG00000085662,HGNC:381,AKR1B1,aldo-keto reductase family 1 member B,NM_001628,NP_001619.1,ENST00000285930,ENSP00000285930.3,MANE Select,7,134442356,134459100,-
157,GeneID:238,ENSG00000171094,HGNC:427,ALK,ALK receptor tyrosine kinase,NM_004304,NP_004295.2,ENST00000389048,ENSP00000373700.3,MANE Select,2,29192774,29921586,-
158,GeneID:239,ENSG00000108839,HGNC:429,ALOX12,"arachidonate 12-lipoxygenase, 12S type",NM_000697,NP_000688.2,ENST00000251535,ENSP00000251535.6,MANE Select,17,6996049,7010754,+
159,GeneID:240,ENSG00000012779,HGNC:435,ALOX5,arachidonate 5-lipoxygenase,NM_000698,NP_000689.1,ENST00000374391,ENSP00000363512.2,MANE Select,10,45374216,45446117,+
160,GeneID:241,ENSG00000132965,HGNC:436,ALOX5AP,arachidonate 5-lipoxygenase activating protein,NM_001629,NP_001620.2,ENST00000380490,ENSP00000369858.3,MANE Select,13,30735543,30764426,+
161,GeneID:242,ENSG00000179477,HGNC:430,ALOX12B,"arachidonate 12-lipoxygenase, 12R type",NM_001139,NP_001130.1,ENST00000647874,ENSP00000497784.1,MANE Select,17,8072636,8087716,-
162,GeneID:246,ENSG00000161905,HGNC:433,ALOX15,arachidonate 15-lipoxygenase,NM_001140,NP_001131.3,ENST00000293761,ENSP00000293761.3,MANE Select,17,4630919,4641678,-
163,GeneID:247,ENSG00000179593,HGNC:434,ALOX15B,arachidonate 15-lipoxygenase type B,NM_001141,NP_001132.2,ENST00000380183,ENSP00000369530.4,MANE Select,17,8039059,8049134,+
164,GeneID:248,ENSG00000163295,HGNC:437,ALPI,"alkaline phosphatase, intestinal",NM_001631,NP_001622.2,ENST00000295463,ENSP00000295463.3,MANE Select,2,232456153,232460753,+
165,GeneID:249,ENSG00000162551,HGNC:438,ALPL,"alkaline phosphatase, biomineralization associated",NM_000478,NP_000469.3,ENST00000374840,ENSP00000363973.3,MANE Select,1,21509423,21578410,+
166,GeneID:250,ENSG00000163283,HGNC:439,ALPP,"alkaline phosphatase, placental",NM_001632,NP_001623.3,ENST00000392027,ENSP00000375881.2,MANE Select,2,232378751,232382889,+
167,GeneID:251,ENSG00000163286,HGNC:441,ALPG,"alkaline phosphatase, germ cell",NM_031313,NP_112603.2,ENST00000295453,ENSP00000295453.3,MANE Select,2,232406844,232410714,+
168,GeneID:257,ENSG00000156150,HGNC:449,ALX3,ALX homeobox 3,NM_006492,NP_006483.2,ENST00000647563,ENSP00000497310.1,MANE Select,1,110059870,110070672,-
169,GeneID:258,ENSG00000178522,HGNC:452,AMBN,ameloblastin,NM_016519,NP_057603.1,ENST00000322937,ENSP00000313809.6,MANE Select,4,70592256,70607288,+
170,GeneID:259,ENSG00000106927,HGNC:453,AMBP,alpha-1-microglobulin/bikunin precursor,NM_001633,NP_001624.1,ENST00000265132,ENSP00000265132.3,MANE Select,9,114060127,114078300,-
171,GeneID:265,ENSG00000125363,HGNC:461,AMELX,amelogenin X-linked,NM_001142,NP_001133.1,ENST00000380714,ENSP00000370090.3,MANE Select,X,11293413,11300761,+
172,GeneID:266,ENSG00000099721,HGNC:462,AMELY,amelogenin Y-linked,NM_001143,NP_001134.1,ENST00000651267,ENSP00000498344.1,MANE Select,Y,6865918,6911752,-
173,GeneID:267,ENSG00000159461,HGNC:463,AMFR,autocrine motility factor receptor,NM_001144,NP_001135.3,ENST00000290649,ENSP00000290649.5,MANE Select,16,56361452,56425545,-
174,GeneID:268,ENSG00000104899,HGNC:464,AMH,anti-Mullerian hormone,NM_000479,NP_000470.3,ENST00000221496,ENSP00000221496.2,MANE Select,19,2249323,2252073,+
175,GeneID:269,ENSG00000135409,HGNC:465,AMHR2,anti-Mullerian hormone receptor type 2,NM_020547,NP_065434.1,ENST00000257863,ENSP00000257863.3,MANE Select,12,53423855,53431672,+
176,GeneID:270,ENSG00000116748,HGNC:468,AMPD1,adenosine monophosphate deaminase 1,NM_000036,NP_000027.3,ENST00000520113,ENSP00000430075.3,MANE Select,1,114673098,114695546,-
177,GeneID:271,ENSG00000116337,HGNC:469,AMPD2,adenosine monophosphate deaminase 2,NM_001368809,NP_001355738.1,ENST00000528667,ENSP00000436541.2,MANE Select,1,109619837,109632051,+
178,GeneID:273,ENSG00000078053,HGNC:471,AMPH,amphiphysin,NM_001635,NP_001626.1,ENST00000356264,ENSP00000348602.2,MANE Select,7,38383704,38631373,-
179,GeneID:274,ENSG00000136717,HGNC:1052,BIN1,bridging integrator 1,NM_139343,NP_647593.1,ENST00000316724,ENSP00000316779.5,MANE Select,2,127048032,127107154,-
180,GeneID:275,ENSG00000145020,HGNC:473,AMT,aminomethyltransferase,NM_000481,NP_000472.2,ENST00000273588,ENSP00000273588.3,MANE Select,3,49416778,49422473,-
181,GeneID:276,ENSG00000237763,HGNC:474,AMY1A,amylase alpha 1A,NM_004038,NP_004029.2,ENST00000370083,ENSP00000359100.4,MANE Select,1,103655760,103664554,+
182,GeneID:277,ENSG00000174876,HGNC:475,AMY1B,amylase alpha 1B,NM_001008218,NP_001008219.1,ENST00000330330,ENSP00000330484.5,MANE Select,1,103687415,103696210,-
183,GeneID:278,ENSG00000187733,HGNC:476,AMY1C,amylase alpha 1C,NM_001008219,NP_001008220.1,ENST00000622339,ENSP00000481450.2,MANE Select,1,103749898,103758692,+
184,GeneID:279,ENSG00000243480,HGNC:477,AMY2A,amylase alpha 2A,NM_000699,NP_000690.1,ENST00000414303,ENSP00000397582.2,MANE Select,1,103617427,103625780,+
185,GeneID:280,ENSG00000240038,HGNC:478,AMY2B,amylase alpha 2B,NM_001387437,NP_001374366.1,ENST00000684275,ENSP00000507176.1,MANE Select,1,103571589,103579534,+
186,GeneID:283,ENSG00000214274,HGNC:483,ANG,angiogenin,NM_001097577,NP_001091046.1,ENST00000397990,ENSP00000381077.4,MANE Select,14,20688764,20694183,+
187,GeneID:284,ENSG00000154188,HGNC:484,ANGPT1,angiopoietin 1,NM_001146,NP_001137.2,ENST00000517746,ENSP00000428340.1,MANE Select,8,107249482,107497918,-
188,GeneID:285,ENSG00000091879,HGNC:485,ANGPT2,angiopoietin 2,NM_001118887,NP_001112359.1,ENST00000629816,ENSP00000486858.2,MANE Select,8,6499632,6563245,-
189,GeneID:286,ENSG00000029534,HGNC:492,ANK1,ankyrin 1,NM_000037,NP_000028.3,ENST00000289734,ENSP00000289734.8,MANE Select,8,41653225,41797622,-
190,GeneID:287,ENSG00000145362,HGNC:493,ANK2,ankyrin 2,NM_001148,NP_001139.3,ENST00000357077,ENSP00000349588.4,MANE Select,4,113049653,113383736,+
191,GeneID:288,ENSG00000151150,HGNC:494,ANK3,ankyrin 3,NM_020987,NP_066267.2,ENST00000280772,ENSP00000280772.1,MANE Select,10,60026298,60389875,-
192,GeneID:290,ENSG00000166825,HGNC:500,ANPEP,"alanyl aminopeptidase, membrane",NM_001150,NP_001141.2,ENST00000300060,ENSP00000300060.6,MANE Select,15,89784895,89814852,-
193,GeneID:291,ENSG00000151729,HGNC:10990,SLC25A4,solute carrier family 25 member 4,NM_001151,NP_001142.2,ENST00000281456,ENSP00000281456.5,MANE Select,4,185143266,185150382,+
194,GeneID:292,ENSG00000005022,HGNC:10991,SLC25A5,solute carrier family 25 member 5,NM_001152,NP_001143.2,ENST00000317881,ENSP00000360671.4,MANE Select,X,119468444,119471396,+
195,GeneID:293,ENSG00000169100,HGNC:10992,SLC25A6,solute carrier family 25 member 6,NM_001636,NP_001627.2,ENST00000381401,ENSP00000370808.5,MANE Select,X,1386152,1392113,-
196,GeneID:301,ENSG00000135046,HGNC:533,ANXA1,annexin A1,NM_000700,NP_000691.1,ENST00000257497,ENSP00000257497.6,MANE Select,9,73151865,73170393,+
197,GeneID:302,ENSG00000182718,HGNC:537,ANXA2,annexin A2,NM_004039,NP_004030.1,ENST00000451270,ENSP00000387545.3,MANE Select,15,60347151,60397986,-
198,GeneID:306,ENSG00000138772,HGNC:541,ANXA3,annexin A3,NM_005139,NP_005130.1,ENST00000264908,ENSP00000264908.6,MANE Select,4,78551770,78610447,+
199,GeneID:307,ENSG00000196975,HGNC:542,ANXA4,annexin A4,NM_001153,NP_001144.1,ENST00000394295,ENSP00000377833.4,MANE Select,2,69742134,69827112,+
200,GeneID:308,ENSG00000164111,HGNC:543,ANXA5,annexin A5,NM_001154,NP_001145.1,ENST00000296511,ENSP00000296511.5,MANE Select,4,121667946,121696980,-
201,GeneID:309,ENSG00000197043,HGNC:544,ANXA6,annexin A6,NM_001155,NP_001146.2,ENST00000354546,ENSP00000346550.5,MANE Select,5,151100706,151157779,-
202,GeneID:310,ENSG00000138279,HGNC:545,ANXA7,annexin A7,NM_001156,NP_001147.1,ENST00000372921,ENSP00000362012.4,MANE Select,10,73375101,73414058,-
203,GeneID:311,ENSG00000122359,HGNC:535,ANXA11,annexin A11,NM_145868,NP_665875.1,ENST00000422982,ENSP00000404412.2,MANE Select,10,80150889,80205537,-
204,GeneID:312,ENSG00000104537,HGNC:536,ANXA13,annexin A13,NM_004306,NP_004297.2,ENST00000419625,ENSP00000390809.1,MANE Select,8,123680794,123737393,-
205,GeneID:313,ENSG00000136250,HGNC:548,AOAH,acyloxyacyl hydrolase,NM_001637,NP_001628.1,ENST00000617537,ENSP00000483783.1,MANE Select,7,36512941,36724494,-
206,GeneID:314,ENSG00000131480,HGNC:549,AOC2,amine oxidase copper containing 2,NM_009590,NP_033720.2,ENST00000253799,ENSP00000253799.2,MANE Select,17,42844580,42850707,+
207,GeneID:316,ENSG00000138356,HGNC:553,AOX1,aldehyde oxidase 1,NM_001159,NP_001150.3,ENST00000374700,ENSP00000363832.2,MANE Select,2,200586014,200671495,+
208,GeneID:317,ENSG00000120868,HGNC:576,APAF1,apoptotic peptidase activating factor 1,NM_181861,NP_863651.1,ENST00000551964,ENSP00000448165.2,MANE Select,12,98645290,98735433,+
209,GeneID:318,ENSG00000164978,HGNC:8049,NUDT2,nudix hydrolase 2,NM_001161,NP_001152.1,ENST00000379158,ENSP00000368455.1,MANE Select,9,34329569,34343699,+
210,GeneID:319,ENSG00000175336,HGNC:615,APOF,apolipoprotein F,NM_001638,NP_001629.1,ENST00000398189,ENSP00000381250.3,MANE Select,12,56360568,56362857,-
211,GeneID:320,ENSG00000107282,HGNC:578,APBA1,amyloid beta precursor protein binding family A member 1,NM_001163,NP_001154.2,ENST00000265381,ENSP00000265381.3,MANE Select,9,69427532,69672371,-
212,GeneID:321,ENSG00000034053,HGNC:579,APBA2,amyloid beta precursor protein binding family A member 2,NM_001353788,NP_001340717.1,ENST00000683413,ENSP00000507394.1,MANE Select,15,28885974,29118315,+
213,GeneID:322,ENSG00000166313,HGNC:581,APBB1,amyloid beta precursor protein binding family B member 1,NM_001164,NP_001155.1,ENST00000609360,ENSP00000477213.1,MANE Select,11,6395125,6419094,-
214,GeneID:323,ENSG00000163697,HGNC:582,APBB2,amyloid beta precursor protein binding family B member 2,NM_004307,NP_004298.1,ENST00000508593,ENSP00000427211.1,MANE Select,4,40810027,41214542,-
215,GeneID:324,ENSG00000134982,HGNC:583,APC,APC regulator of WNT signaling pathway,NM_000038,NP_000029.2,ENST00000257430,ENSP00000257430.4,MANE Select,5,112737885,112846239,+
216,GeneID:325,ENSG00000132703,HGNC:584,APCS,"amyloid P component, serum",NM_001639,NP_001630.1,ENST00000255040,ENSP00000255040.2,MANE Select,1,159587826,159588865,+
217,GeneID:326,ENSG00000160224,HGNC:360,AIRE,autoimmune regulator,NM_000383,NP_000374.1,ENST00000291582,ENSP00000291582.5,MANE Select,21,44285876,44298648,+
218,GeneID:327,ENSG00000164062,HGNC:586,APEH,acylaminoacyl-peptide hydrolase,NM_001640,NP_001631.3,ENST00000296456,ENSP00000296456.5,MANE Select,3,49674351,49683971,+
219,GeneID:328,ENSG00000100823,HGNC:587,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,NM_001641,NP_001632.2,ENST00000216714,ENSP00000216714.3,MANE Select,14,20455226,20457767,+
220,GeneID:329,ENSG00000110330,HGNC:590,BIRC2,baculoviral IAP repeat containing 2,NM_001166,NP_001157.1,ENST00000227758,ENSP00000227758.2,MANE Select,11,102347214,102378670,+
221,GeneID:330,ENSG00000023445,HGNC:591,BIRC3,baculoviral IAP repeat containing 3,NM_001165,NP_001156.1,ENST00000263464,ENSP00000263464.4,MANE Select,11,102317484,102339403,+
222,GeneID:331,ENSG00000101966,HGNC:592,XIAP,X-linked inhibitor of apoptosis,NM_001167,NP_001158.2,ENST00000371199,ENSP00000360242.3,MANE Select,X,123860053,123913972,+
223,GeneID:332,ENSG00000089685,HGNC:593,BIRC5,baculoviral IAP repeat containing 5,NM_001168,NP_001159.2,ENST00000350051,ENSP00000324180.4,MANE Select,17,78214253,78225635,+
224,GeneID:333,ENSG00000105290,HGNC:597,APLP1,amyloid beta precursor like protein 1,NM_001024807,NP_001019978.1,ENST00000221891,ENSP00000221891.4,MANE Select,19,35868574,35879792,+
225,GeneID:334,ENSG00000084234,HGNC:598,APLP2,amyloid beta precursor like protein 2,NM_001142276,NP_001135748.1,ENST00000338167,ENSP00000345444.5,MANE Select,11,130069894,130144805,+
226,GeneID:335,ENSG00000118137,HGNC:600,APOA1,apolipoprotein A1,NM_000039,NP_000030.1,ENST00000236850,ENSP00000236850.3,MANE Select,11,116835751,116837622,-
227,GeneID:336,ENSG00000158874,HGNC:601,APOA2,apolipoprotein A2,NM_001643,NP_001634.1,ENST00000367990,ENSP00000356969.3,MANE Select,1,161222292,161223628,-
228,GeneID:337,ENSG00000110244,HGNC:602,APOA4,apolipoprotein A4,NM_000482,NP_000473.2,ENST00000357780,ENSP00000350425.3,MANE Select,11,116820700,116823304,-
229,GeneID:338,ENSG00000084674,HGNC:603,APOB,apolipoprotein B,NM_000384,NP_000375.3,ENST00000233242,ENSP00000233242.1,MANE Select,2,21001429,21044073,-
230,GeneID:339,ENSG00000111701,HGNC:604,APOBEC1,apolipoprotein B mRNA editing enzyme catalytic subunit 1,NM_001644,NP_001635.2,ENST00000229304,ENSP00000229304.4,MANE Select,12,7649400,7665908,-
231,GeneID:341,ENSG00000130208,HGNC:607,APOC1,apolipoprotein C1,NM_001645,NP_001636.1,ENST00000592535,ENSP00000468276.2,MANE Select,19,44914608,44919346,+
232,GeneID:343,ENSG00000103375,HGNC:642,AQP8,aquaporin 8,NM_001169,NP_001160.2,ENST00000219660,ENSP00000219660.5,MANE Select,16,25216947,25228932,+
233,GeneID:344,ENSG00000234906,HGNC:609,APOC2,apolipoprotein C2,NM_000483,NP_000474.2,ENST00000252490,ENSP00000252490.5,MANE Select,19,44946051,44949565,+
234,GeneID:345,ENSG00000110245,HGNC:610,APOC3,apolipoprotein C3,NM_000040,NP_000031.1,ENST00000227667,ENSP00000227667.2,MANE Select,11,116829907,116833072,+
235,GeneID:346,ENSG00000267467,HGNC:611,APOC4,apolipoprotein C4,NM_001646,NP_001637.1,ENST00000592954,ENSP00000468236.1,MANE Select,19,44942237,44945496,+
236,GeneID:347,ENSG00000189058,HGNC:612,APOD,apolipoprotein D,NM_001647,NP_001638.1,ENST00000343267,ENSP00000345179.3,MANE Select,3,195568705,195583940,-
237,GeneID:348,ENSG00000130203,HGNC:613,APOE,apolipoprotein E,NM_000041,NP_000032.1,ENST00000252486,ENSP00000252486.3,MANE Select,19,44905796,44909393,+
238,GeneID:350,ENSG00000091583,HGNC:616,APOH,apolipoprotein H,NM_000042,NP_000033.2,ENST00000205948,ENSP00000205948.6,MANE Select,17,66212033,66229415,-
239,GeneID:351,ENSG00000142192,HGNC:620,APP,amyloid beta precursor protein,NM_000484,NP_000475.1,ENST00000346798,ENSP00000284981.4,MANE Select,21,25880550,26170770,-
240,GeneID:353,ENSG00000198931,HGNC:626,APRT,adenine phosphoribosyltransferase,NM_000485,NP_000476.1,ENST00000378364,ENSP00000367615.3,MANE Select,16,88809339,88811928,-
241,GeneID:354,ENSG00000142515,HGNC:6364,KLK3,kallikrein related peptidase 3,NM_001648,NP_001639.1,ENST00000326003,ENSP00000314151.1,MANE Select,19,50854915,50860764,+
242,GeneID:355,ENSG00000026103,HGNC:11920,FAS,Fas cell surface death receptor,NM_000043,NP_000034.1,ENST00000652046,ENSP00000498466.1,MANE Select,10,88990798,89017059,+
243,GeneID:356,ENSG00000117560,HGNC:11936,FASLG,Fas ligand,NM_000639,NP_000630.1,ENST00000367721,ENSP00000356694.2,MANE Select,1,172659103,172666876,+
244,GeneID:357,ENSG00000146950,HGNC:630,SHROOM2,shroom family member 2,NM_001649,NP_001640.1,ENST00000380913,ENSP00000370299.3,MANE Select,X,9786429,9949443,+
245,GeneID:358,ENSG00000240583,HGNC:633,AQP1,aquaporin 1 (Colton blood group),NM_198098,NP_932766.1,ENST00000311813,ENSP00000311165.4,MANE Select,7,30911853,30925516,+
246,GeneID:359,ENSG00000167580,HGNC:634,AQP2,aquaporin 2,NM_000486,NP_000477.1,ENST00000199280,ENSP00000199280.3,MANE Select,12,49950737,49958878,+
247,GeneID:360,ENSG00000165272,HGNC:636,AQP3,aquaporin 3 (Gill blood group),NM_004925,NP_004916.1,ENST00000297991,ENSP00000297991.4,MANE Select,9,33441160,33447593,-
248,GeneID:361,ENSG00000171885,HGNC:637,AQP4,aquaporin 4,NM_001650,NP_001641.1,ENST00000383168,ENSP00000372654.4,MANE Select,18,26852043,26865707,-
249,GeneID:362,ENSG00000161798,HGNC:638,AQP5,aquaporin 5,NM_001651,NP_001642.1,ENST00000293599,ENSP00000293599.5,MANE Select,12,49961872,49965682,+
250,GeneID:363,ENSG00000086159,HGNC:639,AQP6,aquaporin 6,NM_001652,NP_001643.2,ENST00000315520,ENSP00000320247.5,MANE Select,12,49972947,49977139,+
251,GeneID:364,ENSG00000165269,HGNC:640,AQP7,aquaporin 7,NM_001170,NP_001161.1,ENST00000297988,ENSP00000297988.1,MANE Select,9,33383191,33402568,-
252,GeneID:366,ENSG00000103569,HGNC:643,AQP9,aquaporin 9,NM_020980,NP_066190.2,ENST00000219919,ENSP00000219919.4,MANE Select,15,58138381,58185911,+
253,GeneID:367,ENSG00000169083,HGNC:644,AR,androgen receptor,NM_000044,NP_000035.2,ENST00000374690,ENSP00000363822.3,MANE Select,X,67544021,67730619,+
254,GeneID:368,ENSG00000091262,HGNC:57,ABCC6,ATP binding cassette subfamily C member 6,NM_001171,NP_001162.5,ENST00000205557,ENSP00000205557.7,MANE Select,16,16149565,16223494,-
255,GeneID:369,ENSG00000078061,HGNC:646,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",NM_001654,NP_001645.1,ENST00000377045,ENSP00000366244.4,MANE Select,X,47561205,47571908,+
256,GeneID:372,ENSG00000095139,HGNC:649,ARCN1,archain 1,NM_001655,NP_001646.2,ENST00000264028,ENSP00000264028.4,MANE Select,11,118572409,118603033,+
257,GeneID:373,ENSG00000113595,HGNC:660,TRIM23,tripartite motif containing 23,NM_001656,NP_001647.1,ENST00000231524,ENSP00000231524.9,MANE Select,5,65589690,65624333,-
258,GeneID:374,ENSG00000109321,HGNC:651,AREG,amphiregulin,NM_001657,NP_001648.1,ENST00000395748,ENSP00000379097.3,MANE Select,4,74445136,74455005,+
259,GeneID:375,ENSG00000143761,HGNC:652,ARF1,ADP ribosylation factor 1,NM_001658,NP_001649.1,ENST00000272102,ENSP00000272102.5,MANE Select,1,228082708,228099212,+
260,GeneID:377,ENSG00000134287,HGNC:654,ARF3,ADP ribosylation factor 3,NM_001659,NP_001650.1,ENST00000256682,ENSP00000256682.4,MANE Select,12,48935723,48957487,-
261,GeneID:378,ENSG00000168374,HGNC:655,ARF4,ADP ribosylation factor 4,NM_001660,NP_001651.1,ENST00000303436,ENSP00000306010.6,MANE Select,3,57571363,57597344,-
262,GeneID:379,ENSG00000175906,HGNC:656,ARL4D,ADP ribosylation factor like GTPase 4D,NM_001661,NP_001652.2,ENST00000320033,ENSP00000322628.2,MANE Select,17,43398993,43401137,+
263,GeneID:381,ENSG00000004059,HGNC:658,ARF5,ADP ribosylation factor 5,NM_001662,NP_001653.1,ENST00000000233,ENSP00000000233.5,MANE Select,7,127588411,127591700,+
264,GeneID:382,ENSG00000165527,HGNC:659,ARF6,ADP ribosylation factor 6,NM_001663,NP_001654.1,ENST00000298316,ENSP00000298316.5,MANE Select,14,49893082,49897054,+
265,GeneID:383,ENSG00000118520,HGNC:663,ARG1,arginase 1,NM_000045,NP_000036.2,ENST00000368087,ENSP00000357066.3,MANE Select,6,131573226,131584329,+
266,GeneID:384,ENSG00000081181,HGNC:664,ARG2,arginase 2,NM_001172,NP_001163.1,ENST00000261783,ENSP00000261783.3,MANE Select,14,67619920,67651708,+
267,GeneID:387,ENSG00000067560,HGNC:667,RHOA,ras homolog family member A,NM_001664,NP_001655.1,ENST00000418115,ENSP00000400175.1,MANE Select,3,49359145,49411976,-
268,GeneID:388,ENSG00000143878,HGNC:668,RHOB,ras homolog family member B,NM_004040,NP_004031.1,ENST00000272233,ENSP00000272233.4,MANE Select,2,20447074,20449440,+
269,GeneID:389,ENSG00000155366,HGNC:669,RHOC,ras homolog family member C,NM_175744,NP_786886.1,ENST00000339083,ENSP00000345236.8,MANE Select,1,112701131,112707127,-
270,GeneID:390,ENSG00000115963,HGNC:671,RND3,Rho family GTPase 3,NM_005168,NP_005159.1,ENST00000263895,ENSP00000263895.4,MANE Select,2,150468195,150487667,-
271,GeneID:391,ENSG00000177105,HGNC:672,RHOG,ras homolog family member G,NM_001665,NP_001656.2,ENST00000351018,ENSP00000339467.4,MANE Select,11,3826978,3840959,-
272,GeneID:392,ENSG00000175220,HGNC:673,ARHGAP1,Rho GTPase activating protein 1,NM_004308,NP_004299.1,ENST00000311956,ENSP00000310491.4,MANE Select,11,46677080,46700619,-
